Tempo (s),Setpoint (V),Tensao (V),Duty (%)
1.93,1,0.59,40
1.94,1,0.628,40
1.95,1,0.601,40
1.96,1,0.617,40
1.97,1,0.558,40
1.98,1,0.558,40
1.99,1,0.57,40
2.00,1,0.607,40
2.01,1,0.592,40
2.02,1,0.624,40
2.03,1,0.598,40
2.04,1,0.618,40
2.05,1,0.548,40
2.06,1,0.569,40
2.07,1,0.571,40
2.08,1,0.608,40
2.09,1,0.562,40
2.10,1,0.621,40
2.11,1,0.54,40
2.12,1,0.59,40
2.13,1,0.576,40
2.14,1,0.612,40
2.15,1,0.556,40
2.16,1,0.621,40
2.17,1,0.593,40
2.18,1,0.632,40
2.19,1,0.584,40
2.20,1,0.628,40
2.21,1,0.617,40
2.22,1,0.56,40
2.23,1,0.624,40
2.24,1,0.594,40
2.25,1,0.634,40
2.26,1,0.583,40
2.27,1,0.628,40
2.28,1,0.592,40
2.29,1,0.623,40
2.30,1,0.533,40
2.31,1,0.585,40
2.32,1,0.63,40
2.33,1,0.575,40
2.34,1,0.624,40
2.35,1,0.578,40
2.36,1,0.615,40
2.37,1,0.518,40
2.38,1,0.602,40
2.39,1,0.562,40
2.40,1,0.605,40
2.41,1,0.552,40
2.42,1,0.598,40
2.43,1,0.529,40
2.44,1,0.605,40
2.45,1,0.543,40
2.46,1,0.59,40
2.47,1,0.541,40
2.48,1,0.61,40
2.49,1,0.559,40
2.50,1,0.608,40
2.51,1,0.557,40
2.52,1,0.633,58.5
2.53,1,0.611,81
2.54,1,0.822,81.3
2.55,1,1.036,71.2
2.56,1,1.163,59.1
2.57,1,1.222,48.7
2.58,1,1.216,40.8
2.59,1,1.082,40.9
2.60,1,1.029,44.3
2.61,1,0.87,47.5
2.62,1,0.941,48.9
2.63,1,0.9,50.8
2.64,1,0.888,56.2
2.65,1,0.988,54.7
2.66,1,1.04,50
2.67,1,0.999,50
2.68,1,0.962,53.1
2.69,1,0.969,54.6
2.70,1,1.081,49.7
2.71,1,1.017,44.7
2.72,1,0.903,51.4
2.73,1,0.816,61.6
2.74,1,1.003,59.7
2.75,1,1.065,51.2
2.76,1,1.071,48.4
2.77,1,0.992,50
2.78,1,1.041,50
2.79,1,1.086,44.6
2.80,1,1.122,39.2
2.81,1,0.898,53.3
2.82,1,0.942,55.9
2.83,1,1.035,51.6
2.84,1,1.015,49.4
2.85,1,0.927,54.3
2.86,1,1.002,54.9
2.87,1,1.094,47.8
2.88,1,1.122,41.5
2.89,1,1.053,40.8
2.90,1,0.927,47.2
2.91,1,1.014,54.3
2.92,1,1.125,46.3
2.93,1,1.163,37.9
2.94,1,1.097,35.6
2.95,1,0.951,41.6
2.96,1,0.964,45.9
2.97,1,1.007,43.9
2.98,1,0.969,44.7
2.99,1,0.872,51.8
3.00,1,0.91,56.3
3.01,1,1.142,39.9
3.02,1,1.064,39.1
3.03,1,0.937,45.6
3.04,1,0.83,55.8
3.05,1,0.991,55.3
3.06,1,1.009,50
3.07,1,0.978,51.9
3.08,1,0.927,55.8
3.09,1,1.051,53.2
3.10,1,1.139,43.6
3.11,1,0.952,45.3
3.12,1,0.903,51.1
3.13,1,0.966,52
3.14,1,1,49.5
3.15,1,0.913,53.5
3.16,1,0.936,57.5
3.17,1,1.045,52.9
3.18,1,1.112,45.5
3.19,1,1.082,42.2
3.20,1,0.967,46.4
3.21,1,0.995,50.9
3.22,1,1.062,45.9
3.23,1,1.025,44.5
3.24,1,0.909,50.8
3.25,1,0.816,61.2
3.26,1,1.006,59.3
3.27,1,1.071,50.4
3.28,1,1.078,47.3
3.29,1,1.004,48.5
3.30,1,1.034,48.8
3.31,1,1.021,46.6
3.32,1,1.01,45.1
3.33,1,0.892,51.3
3.34,1,0.883,58.2
3.35,1,1.01,55.1
3.36,1,1.044,49.9
3.37,1,0.973,51.8
3.38,1,0.987,54
3.39,1,1.031,51.3
3.40,1,1.117,45.1
3.41,1,0.968,47.2
3.42,1,0.982,50
3.43,1,1.041,46.7
3.44,1,1.052,43.5
3.45,1,0.954,46.8
3.46,1,0.924,52.4
3.47,1,1.002,51.1
3.48,1,1.038,47.1
3.49,1,0.971,48.8
3.50,1,0.964,51.9
3.51,1,0.995,52.1
3.52,1,1.056,47.1
3.53,1,1.021,45.9
3.54,1,0.929,51.1
3.55,1,0.921,55.9
3.56,1,1.03,52.7
3.57,1,1.051,47.9
3.58,1,0.965,50.7
3.59,1,0.982,53.2
3.60,1,1.055,49.2
3.61,1,1.035,51.4
3.62,1,1.045,49.6
3.63,1,0.978,51.2
3.64,1,1.035,50.9
3.65,1,1.098,44.7
3.66,1,1.118,39.3
3.67,1,1.046,38.9
3.68,1,0.932,45.1
3.69,1,0.964,48.2
3.70,1,1.002,46
3.71,1,0.953,54.3
3.72,1,1.029,52.5
3.73,1,1.1,45.9
3.74,1,1.089,41.8
3.75,1,0.984,44.9
3.76,1,0.931,50.6
3.77,1,0.988,50.8
3.78,1,1.028,47.5
3.79,1,0.958,49.5
3.80,1,0.942,53.6
3.81,1,1.075,48.1
3.82,1,1.004,48.9
3.83,1,1.042,48.8
3.84,1,1.079,44.2
3.85,1,1.105,39.7
3.86,1,1.042,38.8
3.87,1,0.922,45.4
3.88,1,0.949,49.3
3.89,1,0.993,47.3
3.90,1,0.977,47.6
3.91,1,0.951,54.9
3.92,1,1.031,52.4
3.93,1,1.096,46
3.94,1,1.076,42.7
3.95,1,0.963,46.8
3.96,1,0.927,52.6
3.97,1,1.014,50.8
3.98,1,1.044,46.5
3.99,1,0.966,48.8
4.00,1,0.949,52.9
4.01,1,0.815,59.9
4.02,1,0.986,59.7
4.03,1,1.025,53.2
4.04,1,1.039,51.8
4.05,1,0.999,52.1
4.06,1,1.054,50.5
4.07,1,1.098,44.9
4.08,1,1.137,39
4.09,1,1.093,35.9
4.10,1,0.955,41.2
4.11,1,0.992,54.4
4.12,1,0.994,52.6
4.13,1,0.95,55.4
4.14,1,1.018,54.7
4.15,1,1.104,47.7
4.16,1,1.14,40.9
4.17,1,1.087,38.4
4.18,1,0.954,43.8
4.19,1,0.811,55.6
4.20,1,0.96,57.3
4.21,1,1.162,37.6
4.22,1,1.105,34.7
4.23,1,0.964,40.1
4.24,1,0.956,45
4.25,1,0.985,44.3
4.26,1,0.958,45.6
4.27,1,0.883,51.5
4.28,1,0.928,54.8
4.29,1,0.988,52.5
4.30,1,0.964,52.9
4.31,1,0.997,52.4
4.32,1,0.985,50.4
4.33,1,0.94,54.2
4.34,1,0.955,56.3
4.35,1,1.074,51.1
4.36,1,1.124,43.3
4.37,1,1.077,41
4.38,1,0.972,45.2
4.39,1,0.989,47.6
4.40,1,1.028,45.1
4.41,1,0.992,50.8
4.42,1,1.004,49.1
4.43,1,0.955,51.4
4.44,1,0.978,53
4.45,1,1.038,49.8
4.46,1,1.06,46.1
4.47,1,1.001,46.8
4.48,1,0.965,50.2
4.49,1,1.017,49.4
4.50,1,1.045,45.9
4.51,1,0.948,50.9
4.52,1,0.934,55.2
4.53,1,1.03,52.5
4.54,1,1.065,47.2
4.55,1,1.012,47.4
4.56,1,0.966,50.8
4.57,1,0.996,51.3
4.58,1,1.062,47.1
4.59,1,1.057,43.9
4.60,1,0.948,48
4.61,1,1.029,45.4
4.62,1,1.054,42.7
4.63,1,0.999,43.2
4.64,1,0.918,48.9
4.65,1,0.956,51.3
4.66,1,0.998,49.3
4.67,1,0.969,50
4.68,1,0.945,53.2
4.69,1,0.991,53.1
4.70,1,1.044,49.4
4.71,1,1.09,42.7
4.72,1,1.034,42.5
4.73,1,0.942,47.5
4.74,1,0.839,56.7
4.75,1,0.974,57.3
4.76,1,1.006,52.5
4.77,1,0.986,53.4
4.78,1,0.955,55.9
4.79,1,1.071,52.2
4.80,1,1.149,42.8
4.81,1,0.933,46.8
4.82,1,0.9,52.1
4.83,1,0.962,52.7
4.84,1,0.983,51.1
4.85,1,0.929,54.3
4.86,1,0.967,56
4.87,1,1.044,51.9
4.88,1,1.091,46.4
4.89,1,1.064,44
4.90,1,0.969,47.6
4.91,1,1.036,49.3
4.92,1,1.057,45.4
4.93,1,1.01,45.7
4.94,1,0.926,50.9
4.95,1,0.829,60.1
4.96,1,0.998,59.1
4.97,1,1.025,53
4.98,1,1.037,52
4.99,1,0.993,52.6
5.00,1,1.048,51.3
5.01,1,0.989,45.3
5.02,1,0.952,46.7
5.03,1,0.889,52.6
5.04,1,0.949,54.5
5.05,1,0.986,52.4
5.06,1,0.958,53.8
5.07,1,0.949,56.5
5.08,1,1.036,53.8
5.09,1,1.11,46.6
5.10,1,1.11,41.6
5.11,1,0.937,53.6
5.12,1,0.972,54.9
5.13,1,1.057,50.3
5.14,1,1.075,45.7
5.15,1,0.947,49.7
5.16,1,0.858,59.1
5.17,1,1.015,57.5
5.18,1,1.115,47.5
5.19,1,1.142,40.8
5.20,1,1.107,37.6
5.21,1,1.036,50.1
5.22,1,1.021,48.3
5.23,1,0.94,52.4
5.24,1,0.941,56.3
5.25,1,1.04,52.7
5.26,1,1.083,46.7
5.27,1,1.033,46
5.28,1,0.957,50.2
5.29,1,0.957,53.3
5.30,1,1.042,50
5.31,1,1.143,41.8
5.32,1,1.083,39.8
5.33,1,0.989,43.5
5.34,1,0.951,47.9
5.35,1,1.01,47
5.36,1,0.996,45.7
5.37,1,0.901,51.3
5.38,1,0.959,54
5.39,1,1.04,49.2
5.40,1,1.026,46.9
5.41,1,1.016,47.7
5.42,1,0.944,52.4
5.43,1,0.961,54.8
5.44,1,1.06,50.3
5.45,1,1.085,44.8
5.46,1,0.969,47.7
5.47,1,0.861,57.3
5.48,1,1.001,56.9
5.49,1,1.095,47.9
5.50,1,1.111,42.5
5.51,1,0.906,52.9
5.52,1,0.969,54.2
5.53,1,1.048,49.2
5.54,1,1.02,47.4
5.55,1,0.932,52.3
5.56,1,0.933,56.6
5.57,1,1.04,52.9
5.58,1,1.083,46.7
5.59,1,1.02,46.7
5.60,1,0.952,51.2
5.61,1,0.997,61
5.62,1,1.121,49
5.63,1,1.152,41.6
5.64,1,1.086,39.7
5.65,1,0.993,43.4
5.66,1,0.961,47.3
5.67,1,1.027,45.6
5.68,1,1.01,43.7
5.69,1,0.899,49.9
5.70,1,0.948,53.4
5.71,1,1.092,47.1
5.72,1,1.028,46.5
5.73,1,0.95,51.4
5.74,1,0.949,54.7
5.75,1,1.061,50.3
5.76,1,1.1,43.5
5.77,1,0.985,45.7
5.78,1,0.877,54.7
5.79,1,0.993,55
5.80,1,1.085,47
5.81,1,0.955,47.5
5.82,1,0.918,52.7
5.83,1,0.993,52.1
5.84,1,1.048,47.5
5.85,1,0.99,47.9
5.86,1,0.939,52.5
5.87,1,0.97,53.9
5.88,1,1.053,49.6
5.89,1,1.055,45.8
5.90,1,0.954,49.6
5.91,1,0.874,56.8
5.92,1,1.01,54.8
5.93,1,1.001,51.2
5.94,1,0.949,54.8
5.95,1,0.941,58.1
5.96,1,1.084,52.8
5.97,1,1.17,41.9
5.98,1,1.153,35.9
5.99,1,1.063,36.3
6.00,1,0.952,41.9
6.01,1,0.955,52.7
6.02,1,0.89,58.1
6.03,1,0.974,58.9
6.04,1,1.09,51.4
6.05,1,1.151,43
6.06,1,1.1,39.6
6.07,1,0.981,44
6.08,1,0.953,48.8
6.09,1,1.017,47.2
6.10,1,1.047,43.4
6.11,1,0.929,54.3
6.12,1,0.957,55.8
6.13,1,1.06,51.1
6.14,1,1.029,48.2
6.15,1,0.953,52.5
6.16,1,0.935,56.6
6.17,1,1.064,52.3
6.18,1,1.14,43
6.19,1,1.098,39.4
6.20,1,1.046,40.3
6.21,1,0.988,52.9
6.22,1,0.929,54.7
6.23,1,0.855,62.7
6.24,1,1.008,61.2
6.25,1,1.142,49.8
6.26,1,1.203,39.6
6.27,1,1.167,33.8
6.28,1,1.066,34.7
6.29,1,0.963,40.2
6.30,1,0.896,46.9
6.31,1,1.017,47.4
6.32,1,0.933,52.2
6.33,1,0.855,60.2
6.34,1,1.034,57.5
6.35,1,1.06,50
6.36,1,1.066,48.3
6.37,1,0.989,49.8
6.38,1,1.033,50
6.39,1,1.101,43.9
6.40,1,1.112,38.6
6.41,1,0.909,54.8
6.42,1,0.982,54.4
6.43,1,1.04,50.1
6.44,1,1.017,49
6.45,1,0.94,53.2
6.46,1,1.006,53.6
6.47,1,1.091,46.9
6.48,1,1.09,42.3
6.49,1,1.01,43.9
6.50,1,0.903,50.9
6.51,1,1.076,49.1
6.52,1,1.087,44
6.53,1,0.928,49.4
6.54,1,0.8,62.3
6.55,1,1,61.1
6.56,1,1.135,48.5
6.57,1,1.178,39.7
6.58,1,1.11,36.8
6.59,1,0.994,41
6.60,1,0.953,45.8
6.61,1,1.017,48.2
6.62,1,0.934,52.2
6.63,1,0.929,56.7
6.64,1,1.044,52.9
6.65,1,1.105,45.5
6.66,1,1.044,44.2
6.67,1,0.949,49.5
6.68,1,0.927,54.3
6.69,1,1.039,51
6.70,1,1.082,44.7
6.71,1,1.107,36.5
6.72,1,0.987,40.9
6.73,1,0.937,46.5
6.74,1,1.003,45.9
6.75,1,1.001,44.1
6.76,1,0.876,50.8
6.77,1,0.925,55.5
6.78,1,1.017,51.3
6.79,1,1.019,48.7
6.80,1,0.94,52.5
6.81,1,0.928,53.8
6.82,1,1.029,51.3
6.83,1,1.07,45.6
6.84,1,0.933,49.8
6.85,1,0.819,61.3
6.86,1,1,60.2
6.87,1,1.129,48.5
6.88,1,1.178,39.7
6.89,1,1.122,36
6.90,1,1.001,39.8
6.91,1,1.018,51.1
6.92,1,1.045,47.1
6.93,1,0.955,50
6.94,1,0.925,55.3
6.95,1,1.019,53.3
6.96,1,1.08,47
6.97,1,1.019,46.5
6.98,1,0.949,51.3
6.99,1,0.95,54.3
7.00,1,1.048,50.5
7.01,1,1.168,40.4
7.02,1,1.112,37
7.03,1,1,40.7
7.04,1,0.942,46.1
7.05,1,1.001,45.9
7.06,1,1.004,44
7.07,1,0.886,50.1
7.08,1,0.929,54.7
7.09,1,1.014,50.9
7.10,1,1.019,48.4
7.11,1,0.977,48.5
7.12,1,0.936,52.8
7.13,1,1.029,50.9
7.14,1,1.062,45.7
7.15,1,0.921,50.4
7.16,1,0.802,62.9
7.17,1,0.995,61.8
7.18,1,1.129,49.6
7.19,1,1.186,40.3
7.20,1,1.14,35.7
7.21,1,0.903,54.6
7.22,1,0.987,52.4
7.23,1.5,0.995,75.7
7.24,1.5,0.978,100
7.25,1.5,1.092,100
7.26,1.5,1.186,100
7.27,1.5,1.432,97.3
7.28,1.5,1.771,76.1
7.29,1.5,1.851,55.8
7.30,1.5,1.788,47.2
7.31,1.5,1.518,28.6
7.32,1.5,1.444,32.7
7.33,1.5,1.374,39.8
7.34,1.5,1.281,50
7.35,1.5,1.205,63
7.36,1.5,1.089,79.9
7.37,1.5,1.134,93.6
7.38,1.5,1.263,97.2
7.39,1.5,1.551,87.3
7.40,1.5,1.793,66.7
7.41,1.5,1.393,44.8
7.42,1.5,1.414,51.1
7.43,1.5,1.375,54.4
7.44,1.5,1.416,57.8
7.45,1.5,1.427,58.6
7.46,1.5,1.446,59.9
7.47,1.5,1.455,60.7
7.48,1.5,1.475,61.1
7.49,1.5,1.49,60.6
7.50,1.5,1.518,59.2
7.51,1.5,1.383,70.5
7.52,1.5,1.477,72.2
7.53,1.5,1.465,70.5
7.54,1.5,1.636,64
7.55,1.5,1.715,50.9
7.56,1.5,1.554,51.1
7.57,1.5,1.488,57.1
7.58,1.5,1.395,62.9
7.59,1.5,1.501,63.2
7.60,1.5,1.581,55.8
7.61,1.5,1.378,75.3
7.62,1.5,1.434,76.1
7.63,1.5,1.596,68.7
7.64,1.5,1.721,55.4
7.65,1.5,1.712,46.3
7.66,1.5,1.581,46.9
7.67,1.5,1.486,52.3
7.68,1.5,1.506,53.5
7.69,1.5,1.515,51.9
7.70,1.5,1.525,50.9
7.71,1.5,1.422,64
7.72,1.5,1.448,65
7.73,1.5,1.485,64.2
7.74,1.5,1.513,62.5
7.75,1.5,1.52,61.1
7.76,1.5,1.383,67.4
7.77,1.5,1.457,71
7.78,1.5,1.475,68.7
7.79,1.5,1.429,71.9
7.80,1.5,1.604,66.7
7.81,1.5,1.295,68.3
7.82,1.5,1.374,73.4
7.83,1.5,1.421,72.4
7.84,1.5,1.596,65.6
7.85,1.5,1.682,53.7
7.86,1.5,1.569,52.2
7.87,1.5,1.334,65.1
7.88,1.5,1.366,74.3
7.89,1.5,1.522,68.6
7.90,1.5,1.657,57.5
7.91,1.5,1.634,56.4
7.92,1.5,1.608,51.1
7.93,1.5,1.588,49.9
7.94,1.5,1.513,51
7.95,1.5,1.362,60.1
7.96,1.5,1.329,69.8
7.97,1.5,1.287,77.4
7.98,1.5,1.46,76.7
7.99,1.5,1.642,64
8.00,1.5,1.712,52.3
8.01,1.5,1.56,52.3
8.02,1.5,1.552,50.7
8.03,1.5,1.512,51.2
8.04,1.5,1.483,53.4
8.05,1.5,1.452,56
8.06,1.5,1.435,59.1
8.07,1.5,1.44,61.2
8.08,1.5,1.432,63.3
8.09,1.5,1.324,71.3
8.10,1.5,1.436,74.1
8.11,1.5,1.67,43.8
8.12,1.5,1.521,48
8.13,1.5,1.497,52
8.14,1.5,1.49,52.3
8.15,1.5,1.507,52
8.16,1.5,1.516,50.8
8.17,1.5,1.502,50.8
8.18,1.5,1.484,52.1
8.19,1.5,1.454,54.4
8.20,1.5,1.441,57.3
8.21,1.5,1.51,61.1
8.22,1.5,1.5,60.9
8.23,1.5,1.511,60.7
8.24,1.5,1.505,60.3
8.25,1.5,1.378,66.8
8.26,1.5,1.41,72.4
8.27,1.5,1.368,75.8
8.28,1.5,1.476,76.1
8.29,1.5,1.606,67.2
8.30,1.5,1.738,54.4
8.31,1.5,1.385,64.5
8.32,1.5,1.421,63.6
8.33,1.5,1.316,71.2
8.34,1.5,1.395,76
8.35,1.5,1.379,77.4
8.36,1.5,1.497,76.4
8.37,1.5,1.659,65
8.38,1.5,1.751,51.8
8.39,1.5,1.678,45.7
8.40,1.5,1.487,51.9
8.41,1.5,1.569,41.9
8.42,1.5,1.515,43.3
8.43,1.5,1.367,51.5
8.44,1.5,1.386,58.5
8.45,1.5,1.401,60
8.46,1.5,1.419,62.3
8.47,1.5,1.44,63.3
8.48,1.5,1.47,63.3
8.49,1.5,1.455,64.4
8.50,1.5,1.498,64.2
8.51,1.5,1.574,54.7
8.52,1.5,1.65,47.6
8.53,1.5,1.659,40.6
8.54,1.5,1.598,38.6
8.55,1.5,1.515,41.3
8.56,1.5,1.37,49.9
8.57,1.5,1.144,68.8
8.58,1.5,1.283,78.5
8.59,1.5,1.383,75.7
8.60,1.5,1.404,76.8
8.61,1.5,1.765,50.9
8.62,1.5,1.691,44.7
8.63,1.5,1.525,49.2
8.64,1.5,1.54,51.4
8.65,1.5,1.576,47.1
8.66,1.5,1.577,43.9
8.67,1.5,1.55,42.9
8.68,1.5,1.503,44.3
8.69,1.5,1.458,47.6
8.70,1.5,1.417,51.9
8.71,1.5,1.533,65.9
8.72,1.5,1.589,60.4
8.73,1.5,1.591,56.3
8.74,1.5,1.549,55.7
8.75,1.5,1.369,64.2
8.76,1.5,1.368,73
8.77,1.5,1.329,78.2
8.78,1.5,1.468,78
8.79,1.5,1.649,66
8.80,1.5,1.742,52.7
8.81,1.5,1.541,47.8
8.82,1.5,1.416,53.7
8.83,1.5,1.426,58.9
8.84,1.5,1.431,60.1
8.85,1.5,1.432,62.5
8.86,1.5,1.451,63.6
8.87,1.5,1.419,66.4
8.88,1.5,1.24,78.9
8.89,1.5,1.393,84.1
8.90,1.5,1.432,80.5
8.91,1.5,1.672,57.2
8.92,1.5,1.756,43.7
8.93,1.5,1.611,41.3
8.94,1.5,1.354,54.8
8.95,1.5,1.341,66
8.96,1.5,1.427,65.9
8.97,1.5,1.533,60.8
8.98,1.5,1.604,53.9
8.99,1.5,1.617,48.5
9.00,1.5,1.572,47
9.01,1.5,1.328,90.3
9.02,1.5,1.603,78.4
9.03,1.5,1.805,58.6
9.04,1.5,1.71,49.7
9.05,1.5,1.677,47.9
9.06,1.5,1.709,40.7
9.07,1.5,1.72,32.5
9.08,1.5,1.627,29.9
9.09,1.5,1.45,37.1
9.10,1.5,1.182,56.4
9.11,1.5,1.751,53.7
9.12,1.5,1.693,46.2
9.13,1.5,1.553,49.1
9.14,1.5,1.566,50
9.15,1.5,1.599,45.1
9.16,1.5,1.595,41.4
9.17,1.5,1.559,40.4
9.18,1.5,1.507,42
9.19,1.5,1.455,45.6
9.20,1.5,1.407,50.5
9.21,1.5,1.517,66.2
9.22,1.5,1.573,61.2
9.23,1.5,1.58,57.4
9.24,1.5,1.55,56.4
9.25,1.5,1.396,63.2
9.26,1.5,1.393,70.7
9.27,1.5,1.348,75.6
9.28,1.5,1.468,75.8
9.29,1.5,1.606,66.4
9.30,1.5,1.724,54.2
9.31,1.5,1.585,47.6
9.32,1.5,1.544,47.1
9.33,1.5,1.404,53.8
9.34,1.5,1.414,59.8
9.35,1.5,1.424,61
9.36,1.5,1.405,64.4
9.37,1.5,1.43,66.7
9.38,1.5,1.378,70.8
9.39,1.5,1.213,84.6
9.40,1.5,1.344,91.2
9.41,1.5,1.681,27.9
9.42,1.5,1.558,31.5
9.43,1.5,1.398,40.2
9.44,1.5,1.302,51.9
9.45,1.5,1.241,63.1
9.46,1.5,1.253,72.1
9.47,1.5,1.331,75.6
9.48,1.5,1.461,72.5
9.49,1.5,1.604,63.6
9.50,1.5,1.674,53.8
9.51,1.5,1.592,61.1
9.52,1.5,1.659,52.4
9.53,1.5,1.621,48
9.54,1.5,1.487,52.1
9.55,1.5,1.293,65.5
9.56,1.5,1.303,76.1
9.57,1.5,1.426,75
9.58,1.5,1.581,66.6
9.59,1.5,1.69,55.1
9.60,1.5,1.471,58
9.61,1.5,1.517,66.5
9.62,1.5,1.499,61.5
9.63,1.5,1.459,65.3
9.64,1.5,1.537,63.2
9.65,1.5,1.628,55.3
9.66,1.5,1.652,48.1
9.67,1.5,1.605,45.4
9.68,1.5,1.448,51.1
9.69,1.5,1.416,58.3
9.70,1.5,1.346,64.5
9.71,1.5,1.46,59
9.72,1.5,1.509,63.9
9.73,1.5,1.628,55
9.74,1.5,1.677,45.9
9.75,1.5,1.607,43
9.76,1.5,1.304,56.8
9.77,1.5,1.355,68
9.78,1.5,1.35,70
9.79,1.5,1.39,73.6
9.80,1.5,1.525,69.1
9.81,1.5,1.351,67.4
9.82,1.5,1.453,68
9.83,1.5,1.539,62.3
9.84,1.5,1.622,55.2
9.85,1.5,1.608,50.2
9.86,1.5,1.48,54
9.87,1.5,1.224,70.7
9.88,1.5,1.313,81
9.89,1.5,1.395,79.3
9.90,1.5,1.582,71.9
9.91,1.5,1.679,41.6
9.92,1.5,1.342,53.9
9.93,1.5,1.365,66.5
9.94,1.5,1.373,67.8
9.95,1.5,1.462,67.8
9.96,1.5,1.574,61
9.97,1.5,1.644,52.7
9.98,1.5,1.639,47
9.99,1.5,1.569,46.4
10.00,1.5,1.392,54.8
10.01,1.5,1.596,50.9
10.02,1.5,1.469,57.5
10.03,1.5,1.471,60.9
